id,year,title,Runtime,Rating,Directors,Writers,Production companies,Genres
12605,1978,National Lampoon's Animal House,109,7.5,John Landis,Harold Ramis-Douglas Kenney-Chris Miller,Universal Pictures-Oregon Film Factory-Stage III Productions,Comedy
12606,2001,Disorder II: Fat Tire Fury: White Knuckle Extreme,,,,,,
12607,1945,Flame of Barbary Coast,91,6.4,Joseph Kane,Borden Chase-Prescott Chaplin,Republic Pictures (I),Musical-Romance-Western
12608,1982,Tex,103,6.6,Tim Hunter,S.E. Hinton-Charles S. Haas-Tim Hunter,Walt Disney Productions,Drama
12609,1968,Finian's Rainbow,141,6.2,Francis Ford Coppola,E.Y. Harburg-Fred Saidy-E.Y. Harburg,Warner Brothers/Seven Arts,Family-Fantasy-Musical
12610,2002,Rachel's Attic,112,3.4,David Tybor,Robert Skates-David Tybor-Andrew Wilkins,Gothic Pictures,Drama-Action-Horror
12611,1999,Looking for an Echo,61,6.1,Akihiro Suzuki,Jun Kurosawa-Akihiro Suzuki-Toshiko Takashi,ENK Promotion-Piss Factory,Drama
12612,1967,In Cold Blood,134,8.0,Richard Brooks,Truman Capote-Richard Brooks,Columbia Pictures-Pax Enterprises,Biography-Crime-Drama-History
12613,1979,Joni Mitchell: Shadows and Light,,,,,,
12614,1999,Cleopatra: The First Woman of Power,50,7.2,Katherine Gilday,Katherine Gilday-Plutarch,CineNova Productions Inc.,Documentary
12615,1970,The Boatniks,99,5.4,Norman Tokar,Arthur Julian-Martin Roth,Walt Disney Productions,Family-Comedy
12616,2003,Summer Thunder,81,4.9,Spencer Schilly,Spencer Schilly,,Comedy
12617,2002,Boomtown: Season 1,,,,,,
12618,1993,Guilty as Sin,107,5.6,Sidney Lumet,Larry Cohen,Hollywood Pictures-Touchwood Pacific Partners 1,Crime-Drama-Thriller
12619,1938,The Three Stooges: Healthy,,,,,,
12620,2003,Masked & Anonymous,112,5.5,Larry Charles,Bob Dylan-Larry Charles,American Entertainment Investors-BBC Films-Destiny Productions-George Square Holdings-Grey Water Park Productions-Intermedia Films-Marching Band Productions-Spitfire Pictures,Comedy-Drama-Music-Western
12621,1971,See No Evil,89,6.6,Richard Fleischer,Brian Clemens,Columbia Pictures-Filmways Pictures-Genesis Productions Ltd.,Mystery-Thriller
12622,1999,The James Bond Story,52,7.3,Chris Hunt,,Iambic Productions,Documentary
12623,2002,The Way Home,80,7.8,Jeong-hyang Lee,Jeong-hyang Lee,CJ Entertainment-Tube Entertainment,Drama
12624,1984,Twin Warriors,,,,,,
12625,1984,Boy Meets Girl,100,7.0,Leos Carax,Leos Carax,Abilene,Drama-Romance
12626,1975,Picnic at Hanging Rock,115,7.5,Peter Weir,Joan Lindsay-Cliff Green,British Empire Films Australia-The South Australian Film Corporation-The Australian Film Commission-McElroy & McElroy-Picnic Productions Pty. Ltd.,Drama-Mystery
12627,2005,Saturday Night Live: The Best of Jimmy Fallon,75,6.6,Beth McCarthy-Miller,,,Comedy
12628,2000,Tribulation,95,5.1,André van Heerden,Peter Lalonde-Paul Lalonde,Apocalypse Film Projects Inc.-Cloud Ten Pictures-Jack Van Impe Ministries-John Hagee Ministries,Drama-Sci-Fi-Thriller
12629,1960,The Wackiest Ship in the Army,99,6.3,Richard Murphy,Richard Murphy-Herb Margolis-William Raynor,Columbia Pictures,Comedy-Drama-War
12630,2001,The Trumpet of the Swan,75,5.1,Terry L. Noss-Richard Rich,Judy Rothman Rofé-E.B. White,TriStar Pictures-Nest Family Entertainment-RichCrest Animation,Animation-Drama-Family-Musical
12631,2002,The Ultimate Beginner Series: Rock Guitar Styles,,,,,,
12632,2003,Seaside,,,,,,
12633,1995,Copycat,123,6.6,Jon Amiel,Ann Biderman-David Madsen,Regency Enterprises-New Regency Pictures-Isobel Griffiths Limited,Drama-Mystery-Thriller
12634,2005,Nirvana: Nevermind,74,7.9,Bob Smeaton,,Isis Productions,Documentary-Music
12635,1987,Cheerleader Camp,,,,,,
12636,1949,The Three Stooges: All Time Favorites,,,,,,
12637,2004,75th Annual Academy Awards Short Films,,,,,,
12638,2005,Queer Eye for the Straight Guy: Thom's Home,,,,,,
12639,1951,An American in Paris,114,7.2,Vincente Minnelli,Alan Jay Lerner-Alan Jay Lerner,Metro-Goldwyn-Mayer (MGM),Drama-Musical-Romance
12640,2000,Godzilla vs. Megaguirus,105,6.3,Masaaki Tezuka,Hiroshi Kashiwabara-Wataru Mimura,Toho Company,Action-Horror-Sci-Fi
12641,1976,Fantasm,90,4.7,Richard Franklin,Ross Dimsey-Antony I. Ginnane,Australian International Film Corp.-TLN Film Productions,Comedy
12642,1995,A Good Day to Die,175,6.8,David Greene,Clancy Carlile-Joyce Eliason,The Königsberg Company-Vidmark Entertainment,Western
12643,1989,Dad,117,6.2,Gary David Goldberg,William Wharton-Gary David Goldberg,Amblin Entertainment-Ubu Productions,Drama-Comedy
12644,1994,Aswang,82,5.5,Wrye Martin-Barry Poltermann,Frank L. Anderson-Wrye Martin-Barry Poltermann,Purple Onion-Young American Films,Horror
12645,1941,High Sierra,100,7.6,Raoul Walsh,John Huston-W.R. Burnett-W.R. Burnett,Warner Bros.,Action-Adventure-Crime-Drama-Film-Noir-Thriller
12646,2001,In Love and War,90,6.7,John Kent Harrison,Eric Newby-John Mortimer,Hallmark Hall of Fame Productions,Drama-Romance-War
12647,2002,New Order: 511,,,,,,
12648,1998,More Tales of the City,330,8.2,Pierre Gang,Armistead Maupin-Nicholas Wright,Channel 4 Television Corporation-Les Productions La Fête Inc.-Propaganda Films-Showtime Networks-Working Title Films,Drama-Romance
12649,2000,Attraction,95,5.2,Russell DeGrazier,Russell DeGrazier,Capital Arts Entertainment-Krauss-DeGrazier,Drama-Romance-Thriller
12650,1998,Flint the Time Detective: Vol. 1: The Blast from the Past,,,,,,
12651,1946,Duel in the Sun,129,6.9,King Vidor-Otto Brower-William Dieterle,David O. Selznick-Niven Busch-Oliver H.P. Garrett,Selznick International Pictures-Vanguard Films,Drama-Romance-Western
12652,1999,SpongeBob SquarePants: SpongeBob Goes Prehistoric,,,,,,
12653,1995,Live Nude Girls,95,5.4,Julianna Lavin,Julianna Lavin,IRS Media-Republic Pictures-Spelling Entertainment-Steve White Properties,Comedy
12654,1995,Wizard of Darkness,80,6.0,Shimako Sato,Shinichi Koga-Junki Takegami,GAGA-Tsuburaya Eizo,Horror
12655,1957,The Unearthly,73,2.8,Boris Petroff,Jane Mann-John D.F. Black-Jane Mann,AB-PT Pictures Corp.,Sci-Fi-Horror
12656,1997,Drive,100,6.9,Steve Wang,Scott Phillips,Overseas FilmGroup-NEO Motion Pictures,Action-Adventure-Sci-Fi-Comedy
12657,1919,Chaplin: The Collection: Vol. 5,,,,,,
12658,1999,The Vicar of Dibley: Series 3,,,,,,
12659,2000,Cut,82,4.2,Kimble Rendall,Mark Lamprell-Dave Warner-Dave Warner,Beyond Films-MBP-Mushroom Pictures,Comedy-Horror-Mystery-Thriller
12660,2004,Tarnation,,,,,,
12661,1987,Hellraiser,94,7.0,Clive Barker,Clive Barker-Clive Barker,Cinemarque Entertainment BV-Film Futures-Rivdel Films,Horror-Thriller
12662,2002,The Queen of the Damned,101,5.3,Michael Rymer,Anne Rice-Scott Abbott-Michael Petroni,Warner Bros.-Village Roadshow Pictures-NPV Entertainment-Material-WV Films LLC,Drama-Fantasy-Horror
12663,2003,The Foreigner,96,3.3,Michael Oblowitz,Darren Campbell,Franchise Pictures-Foreigner Productions Inc.,Action-Thriller
12664,1982,La Traviata,109,6.9,Franco Zeffirelli,Francesco Maria Piave-Franco Zeffirelli-Alexandre Dumas fils,Accent Films B.V.-RAI Radiotelevisione Italiana,Drama-Music
12665,1992,Men Behaving Badly: Series 1,,,,,,
12666,1992,Blown Away,,,,,,
12667,1997,The Sweet Hereafter,112,7.6,Atom Egoyan,Russell Banks-Atom Egoyan,Alliance Communications Corporation-Ego Film Arts-Téléfilm Canada-The Harold Greenberg Fund-The Movie Network (TMN)-Canadian Film or Video Production Tax Credit (CPTC),Drama
12668,1999,The Straight Story,112,8.0,David Lynch,John Roach-Mary Sweeney,Asymmetrical Productions-Canal+-Channel Four Films-CiBy 2000-Les Films Alain Sarde-StudioCanal-The Picture Factory-The Straight Story Inc.-Walt Disney Pictures,Biography-Drama
12669,2004,War Feels Like War: POV,59,7.7,Esteban Uyarra,,In Focus Productions-British Broadcasting Corporation-TV2 Danmark,Documentary-War
12670,2001,Absolutely Fabulous: Series 4,,,,,,
12671,1951,Strangers on a Train: Special Edition,,,,,,
12672,2001,John Q,,,,,,
12673,2002,Wisegirls,96,5.9,David Anspaugh,John Meadows,Lions Gate Films-Leading Pictures-Intermedia Films-Anthony Esposito-Champion Entertainment-Lions Gate Entertainment-Essential Films-RGH/Lions Share Pictures-Giordano World Entertainment-Keen Screen Pictures-imX Communications,Crime-Drama-Thriller
12674,2004,Dracula 3000,86,2.1,Darrell Roodt,Ivan Milborrow-Darrell Roodt,Film Afrika Worldwide-ApolloProMedia GmbH & Co. 1. Filmproduktion KG-Fiction Film & Television Limited,Horror-Sci-Fi
12675,1989,The Abyss,145,7.6,James Cameron,James Cameron,Twentieth Century Fox-Pacific Western-Lightstorm Entertainment,Adventure-Drama-Mystery-Sci-Fi-Thriller
12676,1982,The Secret of N-I-M-H,82,7.6,Don Bluth,Robert C. O'Brien-Don Bluth-John Pomeroy,Aurora-Don Bluth Productions-Mrs. Brisby Ltd.,Animation-Adventure-Drama-Family-Fantasy-Sci-Fi-Thriller
12677,1991,Toy Soldiers,111,6.5,Daniel Petrie Jr.,William P. Kennedy-Daniel Petrie Jr.-David Koepp,TriStar Pictures-Island World,Action-Drama-Thriller
12678,1995,Halloween 6: The Curse of Michael Myers,87,4.9,Joe Chappelle,Debra Hill-John Carpenter-Daniel Farrands,Halloween VI Productions-Miramax-Nightfall-Nightfall Productions-Trancas International Films,Horror-Thriller
12679,2004,Young Adam,,,,,,
12680,2001,Disco Pigs,93,6.8,Kirsten Sheridan,Enda Walsh-Enda Walsh,Screen Ireland-Temple Film & TV Productions Ltd.,Crime-Drama-Romance
12681,1996,Kodocha,22,7.9,,Miho Obana-Akitarô Daichi-David Haynes,Studio Gallop-Nihon Ad Systems (NAS)-KSS Recording Studio-Toho Sound Studio,Animation-Comedy-Drama-Romance
12682,1992,Candyman,99,6.6,Bernard Rose,Clive Barker-Bernard Rose,Candyman Films-PolyGram Filmed Entertainment-Propaganda Films,Horror-Thriller
12683,1990,Bride of Re-Animator,,,,,,
12684,1992,Glengarry Glen Ross: Bonus Material,,,,,,
12685,1990,Graffiti Bridge,90,4.4,Prince,Prince,Paisley Park Films-Warner Bros.,Drama-Music-Musical
12686,2004,Strapped: The Origins of Tow-In Surfing,,,,,,
12687,1978,Battle of the Planets: 25th Anniversary Collection,,,,,,
12688,2004,Hellraiser VII: Deader,,,,,,
12689,1961,The Dick Van Dyke Show: Season 1,,,,,,
12690,2002,Hero,107,7.9,Yimou Zhang,Feng Li-Yimou Zhang-Bin Wang,Beijing New Picture Film Co.-China Film Co-Production Corporation-Elite Group Enterprises-Sil-Metropole Organisation-Zhang Yimou Studio,Action-Adventure-History
12691,1981,Vernon,55,7.2,Errol Morris,,Errol Morris Films-WNET Channel 13 New York-Zweites Deutsches Fernsehen,Documentary-Comedy
12692,2001,Hi,,,,,,
12693,1972,What's Up,94,7.8,Peter Bogdanovich,Buck Henry-David Newman-Robert Benton,Warner Bros.-Saticoy Productions,Comedy
12694,2005,The Interpreter,128,6.4,Sydney Pollack,Martin Stellman-Brian Ward-Charles Randolph,Universal Pictures-Working Title Films-Misher Films-Mirage Enterprises-StudioCanal-Motion Picture JOTA Produktions,Crime-Mystery-Thriller
12695,1995,Little Bear: Feel Better Little Bear,,,,,,
12696,2004,Battle of the Bulge: American Experience,,,,,,
12697,1992,Tropical Rainforest: IMAX,38,5.9,Ben Shedd,Simon Campbell-Jones,Science Museum of Minnesota-Shedd Productions,Documentary-Short
12698,2004,WOW Hits 2005,,,,,,
12699,1998,Ghost Stories #3,,,,,,
12700,1987,Elvis '56,61,7.5,Alan Raymond-Susan Raymond,Alan Raymond-Susan Raymond-Martin Torgoff,Elvis '56 Inc.-Lightyear Entertainment,Documentary-Biography-Music
12701,2004,Rugrats All Grown Up: All Grown Up ... and Loving It!,,,,,,
12702,1955,The Desperate Hours,112,7.5,William Wyler,Joseph Hayes-Joseph Hayes-Jay Dratler,Paramount Pictures,Crime-Drama-Film-Noir-Thriller
12703,1960,Purple Noon,118,7.8,René Clément,Patricia Highsmith-René Clément-Paul Gégauff,Robert et Raymond Hakim-Paris Film-Paritalia-Titanus,Crime-Drama-Thriller
12704,1983,Valley Girl: Special Edition,,,,,,
12705,1998,Vanished,,,,,,
12706,1971,THX 1138: Special Edition: Bonus Material,,,,,,
12707,1977,Swami,129,6.8,Basu Chatterjee,Manu Bhandari-Basu Chatterjee-Saratchandra Chatterjee,Jayasarathy Combine,Drama
12708,2000,Yoga Conditioning for Weight Loss,,,,,,
12709,1970,Too Late the Hero,145,6.8,Robert Aldrich,Robert Aldrich-Robert Sherman-Robert Aldrich,ABC Pictures-Palomar Pictures-The Associates & Aldrich Company,Action-War-Drama
12710,2004,Kino's Journey,,,,,,
12711,1952,Limelight,137,8.1,Charles Chaplin,Charles Chaplin-Charles Chaplin,Charles Chaplin Productions,Drama-Music-Romance
12712,1999,Geobreeders,,,,,,
12713,2005,Crusader,100,4.4,Bryan Goeres,Nick Angelo,Drimtim Entertainment,Action-Thriller
12714,1978,The Great Train Robbery,110,7.0,Michael Crichton,Michael Crichton-Michael Crichton,Dino De Laurentiis Company-Starling Films,Adventure-Crime-Drama-Thriller
12715,2003,Great People of the Bible: Abraham,120,5.3,,,Reader's Digest Home Video,Documentary
12716,2003,Rosemary & Thyme: Series 1,,,,,,
12717,1974,Born Innocent,98,6.6,Donald Wrye,Creighton Brown Burnham-Gerald Di Pego,Tomorrow Entertainment,Drama
12718,1994,Frasier: Season 2,,,,,,
12719,2001,Elling,89,7.6,Petter Næss,Ingvar Ambjørnsen-Axel Hellstenius-Larry Stuckey,Maipo Film,Comedy-Drama
12720,2000,Winter Sleepers,,,,,,
12721,1952,Ikiru,143,8.3,Akira Kurosawa,Akira Kurosawa-Shinobu Hashimoto-Hideo Oguni,Toho Company,Drama
12722,2004,Tom and Jerry: Spotlight Collection: Vol. 1,,,,,,
12723,1997,Taste of Cherry,95,7.7,Abbas Kiarostami,Abbas Kiarostami,Abbas Kiarostami Productions-CiBy 2000-Kanun parvaresh fekri,Drama
12724,1967,Born Losers,113,6.1,Tom Laughlin,Elizabeth James,Fanfare Films-Otis Productions,Action-Drama-Thriller
12725,2002,Creepy Crawlers,,,,,,
12726,2002,The Gathering Storm,96,7.6,Richard Loncraine,Larry Ramin-Hugh Whitemore-Hugh Whitemore,HBO Films-BBC Films-Scott Free Productions,Biography-Drama-History
12727,1960,Little Shop of Horrors,72,6.3,Roger Corman-Charles B. Griffith-Mel Welles,Charles B. Griffith-Roger Corman,Roger Corman Productions-Santa Clara Productions,Comedy-Horror
12728,1980,Hart to Hart: Season 1,,,,,,
12729,2004,Sweet Potato Pie,90,3.2,Dale Stelly,Dale Stelly-Dale Stelly-Carl Washington,Breakaway Films,Comedy
12730,1999,8 1/2 Women,118,5.9,Peter Greenaway,Peter Greenaway,Woodline Productions-Movie Masters-Delux Productions-Continent Film GmbH (I)-Kasander & Wigman Productions,Comedy-Drama
12731,2001,Farscape: Season 3,,,,,,
12732,2004,Hidalgo,136,6.7,Joe Johnston,John Fusco,Touchstone Pictures-Casey Silver Productions-Dune Films,Action-Adventure-Biography-Drama-Sport-Western
12733,2001,Johnny Greyeyes,,,,,,
12734,1991,King Ralph,97,5.2,David S. Ward,Emlyn Williams-David S. Ward,Universal Pictures-JBRO-Mirage Enterprises,Comedy-Romance
12735,1995,Hideaway,106,5.3,Brett Leonard,Dean R. Koontz-Andrew Kevin Walker-Neal Jimenez,TriStar Pictures-S/Q Productions,Fantasy-Horror-Thriller
12736,1996,The Whole Wide World,111,7.3,Dan Ireland,Novalyne Price Ellis-Michael Scott Myers,Cineville-The Kushner-Locke Company,Biography-Drama-Romance
12737,1996,In Cold Blood,240,6.3,Jonathan Kaplan,Truman Capote-Benedict Fitzgerald,Pacific Motion Pictures,Crime-Drama-History
12738,1996,Microcosmos,80,7.9,Claude Nuridsany-Marie Pérennou,Claude Nuridsany-Marie Pérennou,Galatée Films-France 2 Cinéma-Canal+-Bac Films-Delta Images-Les Productions JMH-Urania Film-Télévision Suisse-Romande (TSR)-Conseil Général de l'Aveyron-Sivom des Monts et Lacs du Lévezou-Crédit Agricole-Région Midi-Pyrénées-Centre National de la Cinématographie (CNC)-Ministère de la Recherche et l'Enseignement Supérieur-Agencie Jules Verne-Office Fédéral de la Culture-La Fondation Gan pour le Cinéma-Procirep-Eurimages,Documentary
12739,2002,Max,106,6.6,Menno Meyjes,Menno Meyjes,AAMPI Inc.-Aconit Pictures-Alliance Atlantis Communications-Bioskop Film-Canadian Film or Video Production Tax Credit (CPTC)-Film Council-H2O Motion Pictures-JAP Films-Natural Nylon II-Pathé Pictures International,Drama-War
12740,1998,Tales of the Kama Sutra 2: Monsoon,,,,,,
12741,1994,The Specialist,110,5.5,Luis Llosa,John Shirley-Alexandra Seros,Warner Bros.-Jerry Weintraub Productions-Iguana Producciones-Warner Bros.,Action-Crime-Drama-Romance-Thriller
12742,1984,Cat on a Hot Tin Roof,144,6.8,Jack Hofsiss,Tennessee Williams,Showtime Entertainment-American Playhouse-International Television Group-KCET,Drama
12743,1989,Black Rain,125,6.6,Ridley Scott,Craig Bolotin-Warren Lewis,Paramount Pictures-Jaffe-Lansing-Pegasus Film Partners,Action-Crime-Thriller
12744,1969,Who's That Knocking at My Door?,,,,,,
12745,1986,River's Edge,99,7.1,Tim Hunter,Neal Jimenez,Hemdale-Island,Crime-Drama
12746,1979,Starting Over,105,6.5,Alan J. Pakula,Dan Wakefield-James L. Brooks,Paramount Pictures-Century Associates,Comedy-Romance
12747,2001,Time Out,134,7.4,Laurent Cantet,Robin Campillo-Laurent Cantet,Haut et Court-Arte France Cinéma-Canal+-Centre Européen Cinématographique Rhône-Alpes-Centre National de la Cinématographie (CNC)-Havas Images-MEDIA Programme of the European Union-Procirep-Rhône-Alpes Cinéma-Sofica Sofinergie 5,Drama
12748,1994,Star Trek: Generations,118,6.6,David Carson,Gene Roddenberry-Rick Berman-Ronald D. Moore,Paramount Pictures,Action-Adventure-Mystery-Sci-Fi-Thriller
12749,1993,Carnosaur,83,3.5,Adam Simon-Darren Moloney,John Brosnan-John Brosnan-Adam Simon,New Horizons Picture,Horror-Sci-Fi
12750,1954,Indiscretion of an American Wife,,,,,,
12751,2002,Wendigo,,,,,,
12752,1974,Pippi Longstocking,,,,,,
12753,2001,Classic Albums: Elton John: Goodbye Yellow Brick Road,90,7.6,Bob Smeaton,,Eagle Rock Entertainment-Isis Productions,Documentary-Music
12754,1994,Doomsday Gun,120,6.1,Robert Young,Walter Bernstein-Lionel Chetwynd,Griffin Productions-HBO Showcase,Action-Drama-History-Thriller
12755,1995,WWE: The Monday Night War,,,,,,
12756,2000,Once and Again: Season 2,,,,,,
12757,1993,Patlabor 2: The Movie,113,7.6,Mamoru Oshii,Kazunori Itô,Bandai Visual Company-Tohokushinsha Film Corporation-Elastic Media-I.G Tatsunoko-Production I.G.,Animation-Action-Drama-Mystery-Sci-Fi-Thriller
12758,1973,Schoolhouse Rock!: Special 30th Anniversary Edition,,,,,,
12759,1997,7th Heaven: Season 2,,,,,,
12760,1986,Crimes of the Heart,105,6.4,Bruce Beresford,Beth Henley-Beth Henley,De Laurentiis Entertainment Group (DEG),Comedy-Drama
12761,2001,Jackie Chan Adventures: The Search for the Talismans,,,,,,
12762,1998,Michael Crawford in Concert,65,8.6,,,,Music
12763,1985,Enemy Mine,108,6.9,Wolfgang Petersen,Barry Longyear-Edward Khmara,Twentieth Century Fox-Kings Road Entertainment-SLM Production Group-Bavaria Film,Action-Adventure-Drama-Sci-Fi
12764,2004,Social Distortion: Live in Orange County,,8.0,Kris Martinez,,Time Bomb Recordings,Music
12765,1998,Black Cat Run,90,5.7,D.J. Caruso,Frank Darabont-Douglas Venturelli-Frank Darabont,Citadel Entertainment-Edge City LLC-Home Box Office (HBO),Action-Mystery-Thriller
12766,1996,It's My Party,110,7.1,Randal Kleiser,Randal Kleiser,Opala Productions,Drama-Romance
12767,1997,Mr. Nice Guy,88,6.2,Sammo Kam-Bo Hung,Fibe Ma-Edward Tang,Golden Harvest Company,Action-Comedy-Crime
12768,1994,Wing Chun,96,7.0,Woo-Ping Yuen,Elsa Tang-Wing-Fai Wong,Peace Film Production Co.-Sil-Metropole Organisation-Wo Ping Films Company Limited,Action-Comedy-Drama
12769,1952,Monkey Business,97,7.0,Howard Hawks,Ben Hecht-Charles Lederer-I.A.L. Diamond,Twentieth Century Fox,Comedy-Sci-Fi
12770,1998,The Batman Superman Movie,,,,,,
12771,1981,Postman Fights Back,,,,,,
12772,1983,Table for Five,122,6.3,Robert Lieberman,David Seltzer,CBS Theatrical Films,Drama-Romance
12773,1990,Henry & June,136,6.3,Philip Kaufman,Anaïs Nin-Philip Kaufman-Rose Kaufman,Universal Pictures-Walrus & Associates-Ministère de la Culture de la Republique Française,Biography-Drama
12774,1971,The Andromeda Strain,131,7.2,Robert Wise,Michael Crichton-Nelson Gidding,Universal Pictures,Sci-Fi-Thriller
12775,1988,A Pup Named Scooby-Doo,30,6.8,,Laren Bright-Evelyn Gabai-Charles M. Howell IV,Hanna-Barbera Productions,Animation-Comedy-Family-Mystery
12776,2002,The String Cheese Incident: Waiting for the Snow to Fall,,,,,,
12777,1991,The Darling Buds of May,100,7.8,,Robert Banks Stewart-H.E. Bates-Stephen Bill,Excelsior-Yorkshire Television,Comedy-Drama
12778,1991,Thelma & Louise: Special Edition,,,,,,
