id,year,title,Runtime,Rating,Directors,Writers,Production companies,Genres
8698,1999,New York,60,8.0,,Dick Wolf-Julie Martin-Warren Leight,Wolf Films-Studios USA Television-Universal Network Television-NBC Universal Television-Universal Media Studios (UMS)-Universal Television,Crime-Drama-Mystery-Thriller
8699,1990,Mermaids,110,6.6,Richard Benjamin,Patty Dann-June Roberts,Orion Pictures,Comedy-Drama-Romance
8700,1980,Hopscotch,106,7.2,Ronald Neame,Brian Garfield-Brian Garfield-Bryan Forbes,Edie & Ely Landau Inc.-A Ronald Neame Film-International Film Investors-Sham Productions-Embassy Pictures-Connelly Associates,Adventure-Comedy
8701,1997,Hostile Waters,94,6.3,David Drury,Troy Kennedy-Martin,British Broadcasting Corporation-Flach Film-Home Box Office-InVision Entertainment-UFA Babelsberg GmbH-UFA Film Productions-World Productions,Comedy-Crime-Drama-Mystery-Romance-War
8702,1998,Physics Power: Learning Physics: The Standard Deviants,,,,,,
8703,2004,Margaret Cho: Revolution,85,6.7,Lorene Machado,Margaret Cho,Cho Taussig Productions,Comedy
8704,2000,Marcello Mastroianni: I Remember,,,,,,
8705,1999,Between Your Legs,115,6.4,Manuel Gómez Pereira,Joaquín Oristrell-Joaquín Oristrell-Yolanda García Serrano,Bocaboca Producciones-Aurum Producciones-DMVB Films,Drama-Mystery-Romance-Thriller
8706,1969,Mark of the Devil,,,,,,
8707,2003,Dave Matthews Band: The Central Park Concert,,9.1,Lawrence Jordan,,,Documentary-Music
8708,1940,The Bank Dick,72,7.3,Edward F. Cline,W.C. Fields-Richard Carroll,Universal Pictures,Comedy
8709,1993,Mr. Wonderful,98,5.9,Anthony Minghella,Amy Schor Ferris-Vicki Polon,Night Life Inc.-The Samuel Goldwyn Company,Comedy-Romance
8710,2003,Cheerleader Massacre,85,3.3,Jim Wynorski,Lenny Juliano-William Langlois,Tessa Trust,Horror-Thriller
8711,2003,Lucky Seven,95,6.8,Harry Winer,Jessica Barondes,Lions Gate Entertainment-British Columbia Film Commission-Lionsgate Television-Province of British Columbia Production Services Tax Credit,Comedy-Romance
8712,1954,Vera Cruz,94,7.1,Robert Aldrich,Roland Kibbee-James R. Webb-Borden Chase,Hecht-Lancaster Productions,Adventure-Western
8713,1976,The Best of Charlie's Angels,,,,,,
8714,2004,Cracking the Da Vinci Code,120,4.3,Simon Cox,Simon Cox-Geof Petch,UFO Global Media,Documentary-History
8715,1999,Tiger Claws III: The Final Conflict,,,,,,
8716,1990,Chattahoochee,,,,,Buena Vista Television,Talk-Show
8717,1963,From Russia With Love,115,7.4,Terence Young,Richard Maibaum-Johanna Harwood-Ian Fleming,Eon Productions,Action-Adventure-Thriller
8718,1997,Dead Silence,99,6.3,Daniel Petrie Jr.,Jeffery Deaver-Donald E. Stewart,Alliance Communications Corporation-Home Box Office (HBO)-Interscope Communications-Maiden Productions Limited,Action-Drama-Thriller
8719,2003,Pink Floyd: The Dark Side of the Moon,,,,,,
8720,1998,Hit Me,,,,,,
8721,2002,Second String,100,5.9,Robert Lieberman,Jere Cunningham-Tom Flynn-Tom Flynn,Michael London Productions-TNT Originals,Comedy-Drama-Sport
8722,1983,Rumble Fish,94,7.2,Francis Ford Coppola,S.E. Hinton-S.E. Hinton-Francis Ford Coppola,Zoetrope Studios-Hotweather Films,Crime-Drama-Romance
8723,1986,My Little Pony and Friends: The End of Flutter Valley,90,7.3,,Bonnie Zacherle,Sunbow Productions-Marvel Productions-Hasbro,Animation
8724,2001,Cartoon Crack-Ups,,6.9,Joseph Barbera-William Hanna,,,Animation-Comedy-Family
8725,2002,Pipe Dream,91,6.1,John Walsh,Cynthia Kaplan-John Walsh,Curb Entertainment-Digital Classics,Comedy-Romance
8726,1994,The Discoverers: IMAX,,,,,,
8727,1981,Quartet,101,6.5,James Ivory,Jean Rhys-Ruth Prawer Jhabvala-Michel Maingois,Merchant Ivory Productions-Lyric International-National Film Trustee Company,Drama-Romance
8728,2001,O,95,6.1,Tim Blake Nelson,William Shakespeare-Brad Kaaya,Chickie the Cop-Daniel Fried Productions-Dimension Films-FilmEngine-Rhulen Entertainment,Drama-Romance-Thriller
8729,1991,Bingo,89,4.8,Matthew Robbins,Jim Strain,TriStar Pictures,Adventure-Comedy-Family
8730,1985,Only Fools and Horses: Series 4-5 (Plus Specials),,,,,,
8731,1981,Andy Kaufman: The Midnight Special,,,,,,
8732,1984,Camila,107,7.0,María Luisa Bemberg,María Luisa Bemberg-Beda Docampo Feijóo-Juan Bautista Stagnaro,GEA Producciones-Impala,Drama-Romance
8733,1989,Doogie Howser,30,6.5,,Steven Bochco-David E. Kelley-Nat Bernstein,20th Century Fox Television-Steven Bochco Productions,Comedy-Drama-Family
8734,1992,Dark Harvest,89,3.7,James I. Nicholson,James I. Nicholson,,Horror
8735,1969,The Over-the-Hill Gang,75,6.2,Jean Yarbrough,Jameson Brewer-Leonard Goldberg,Thomas/Spelling Productions,Comedy-Western
8736,1990,Tie Me Up! Tie Me Down!,,,Jim Murphy,,Buena Vista Television,Talk-Show
8737,1956,Jean Renoir: French Cancan,,,,,,
8738,1990,Grover Washington Jr.: Standing Room Only,,,,,,
8739,2002,Rolie Polie Olie: The Great Defender of Fun,75,6.0,Ron Pitts,Nadine Van der Velde-William Joyce,Nelvana-Sparkling-Hemdale-Playhouse Disney,Animation-Adventure-Comedy-Family-Sci-Fi
8740,1985,Things Change,,,,,,
8741,2001,The North Face Expeditions: Madagascar and Great Trango Tower,,,,,,
8742,2005,Swimming Upstream,9,8.3,,,,Short
8743,2002,Ice Age,81,7.5,Chris Wedge-Carlos Saldanha,Michael J. Wilson-Michael Berg-Michael J. Wilson,Twentieth Century Fox-Blue Sky Studios-Twentieth Century Fox Animation,Animation-Adventure-Comedy-Family-Fantasy
8744,1971,Monty Python's And Now for Something Completely Different,88,7.6,Ian MacNaughton,Graham Chapman-John Cleese-Terry Gilliam,Columbia Pictures-Playboy Productions-Kettledrum Films-Python (Monty) Pictures-Kettledrum / Lownes Productions,Comedy
8745,1989,Around the World in 80 Days,266,7.2,Buzz Kulik,John Gay-Jules Verne,Avala Film-Harmony Gold-Rete Europa-Salon Films-Valente/Baerwald Productions,Action-Adventure-Comedy-Drama-Romance
8746,1973,The Girl Most Likely To ...,64,7.7,Lee Philips,Agnes Gallin-Joan Rivers-Joan Rivers,ABC Circle Films,Comedy-Crime-Drama-Romance
8747,2001,ECW: Hardcore History,,8.1,,,,Sport
8748,2004,"Morrissey: Who Put the ""M"" in Manchester",,,,,,
8749,1993,Wesley's Mysterious Files,,,,,,
8750,2002,Nightstalker,95,3.4,Chris Fisher,Chris Fisher,Imperial Fish Company-Silver Nitrate-Smooth Pictures,Crime-Horror-Thriller
8751,1999,Venus Beauty Institute,105,6.4,Tonie Marshall,Tonie Marshall-Tonie Marshall-Jacques Audiard,Agat Films & Cie-Arte France Cinéma-Tabo Tabo Films-Canal+-Sofinergie 4-Centre National de la Cinématographie (CNC),Comedy-Drama-Romance
8752,1996,Muppet Treasure Island,99,7.0,Brian Henson-David Lane,Robert Louis Stevenson-Jerry Juhl-Kirk R. Thatcher,Walt Disney Pictures-Jim Henson Productions,Action-Adventure-Comedy-Family-Musical-Romance
8753,1992,Strictly Ballroom,94,7.2,Baz Luhrmann,Baz Luhrmann-Baz Luhrmann-Andrew Bovell,M & A-Australian Film Finance Corporation-Beyond Films,Comedy-Drama-Music-Romance
8754,1997,Soul Food,115,7.0,George Tillman Jr.,George Tillman Jr.,Fox 2000 Pictures-Edmonds Entertainment Group,Comedy-Drama
8755,1982,Agatha Christie's Evil Under the Sun,117,7.1,Guy Hamilton,Anthony Shaffer-Agatha Christie-Barry Sandler,EMI Films-Titan Productions-Mersham Productions Ltd.,Drama-Mystery
8756,2001,Second Sight: Series 2,,,,,,
8757,1968,Danger: Diabolik,105,6.5,Mario Bava,Angela Giussani-Luciana Giussani-Arduino Maiuri,Dino de Laurentiis Cinematografica-Marianne Productions,Action-Comedy-Crime
8758,2000,Two Family House,108,7.3,Raymond De Felitta,Raymond De Felitta,Filbert Steps Productions,Comedy-Drama-Romance
8759,1975,Sholay,198,8.2,Ramesh Sippy,Javed Akhtar-Salim Khan,NH Studioz,Action-Adventure-Comedy-Drama-Musical-Thriller
8760,2005,Into the West,552,8.1,Robert Dornhelm-Sergio Mimica-Gezzan-Jeremy Podeswa,Kirk Ellis-William Mastrosimone-Cyrus Nowrasteh,DreamWorks Television-Voice Pictures,Adventure-Drama-History-Romance-Western
8761,1995,She Fought Alone,87,6.7,Christopher Leitch,John Leekley,Bonnie Raskin Productions-Granite House Inc.-NBC Productions,Drama-Romance
8762,1994,Escape from Afghanistan,,,,,,
8763,1989,The Venus Wars,102,6.7,Yoshikazu Yasuhiko,Yuichi Sasamoto-Yoshikazu Yasuhiko-Yoshikazu Yasuhiko,Bandai Visual Company-Gakken Co. Ltd.-Kugatsusha-Shochiku-Triangle Staff,Animation-Action-Drama-Sci-Fi-Thriller
8764,1996,Happy Gilmore,92,7.0,Dennis Dugan,Tim Herlihy-Adam Sandler,Universal Pictures-Brillstein-Grey Entertainment-Robert Simonds Productions,Comedy-Sport
8765,1990,Dream On: Seasons 1 & 2,,,,,,
8766,1968,The Brotherhood,96,6.1,Martin Ritt,Lewis John Carlino,Brotherhood Company,Crime-Drama
8767,2001,Cruel Intentions 2,,,,,,
8768,2000,Always a Bridesmaid,98,6.3,Nina Davenport,Nina Davenport,Cinemax-FilmFour-Nina Davenport Productions,Documentary
8769,2003,100 Years of the World Series,185,8.2,,Jeff Scott,Major League Baseball Productions,Documentary-History-Sport
8770,1998,Cadfael: The Holy Thief,76,7.9,Ken Grieve,Ben Rostul-Edith Pargeter,Carlton Productions-WGBH-Carlton UK Productions,Crime-Drama-Mystery
8771,2004,The Lion King 1 1/2: Bonus Material,,,,,,
8772,2004,Hustle,60,8.2,,Tony Jordan-Bharat Nalluri-Chris Bucknall,American Movie Classics-British Broadcasting Corporation-Kudos Film and Television-Red Planet Pictures,Crime-Drama-Mystery
8773,1993,Shadowlands,131,7.3,Richard Attenborough,William Nicholson-William Nicholson,Price Entertainment-Spelling Films International-Shadowlands Productions,Biography-Drama-Romance
8774,2001,South Park: Insults to Injuries,,,,,,
8775,2003,Thicker Than Water,,,,,,
8776,1999,The Pact,,,,,,
8777,2003,LeapFrog: Talking Words Factory,35,7.9,Roy Allen Smith,John Ludin,PorchLight Entertainment,Animation-Short-Family
8778,1964,Band of Outsiders,95,7.8,Jean-Luc Godard,Dolores Hitchens-Jean-Luc Godard,Columbia Films-Anouchka Films-Orsay Films,Comedy-Crime-Drama
8779,2002,Mr. and Mrs. Iyer,120,8.0,Aparna Sen,Aparna Sen-Dulal Dey-Aparna Sen,Triplecom Media Production,Drama
8780,2002,Borstal Boy,,,,,,
8781,1998,Quest for Camelot,86,6.3,Frederik Du Chau,Vera Chapman-Kirk DeMicco-William Schifrin,Warner Bros.-Warner Bros. Feature Animation,Animation-Adventure-Comedy-Drama-Family-Fantasy-Musical
8782,2001,The Royal Tenenbaums,110,7.6,Wes Anderson,Wes Anderson-Owen Wilson,Touchstone Pictures-American Empirical Pictures,Comedy-Drama
8783,2000,Cheating Las Vegas,,5.8,Steve Mitchell Beebe,,Brentwood Communications International,Documentary
8784,1991,The Fisher King,137,7.6,Terry Gilliam,Richard LaGravenese,TriStar Pictures-Columbia Pictures-Isobel Griffiths Limited,Comedy-Drama-Fantasy
8785,1981,Christiane F.: A True Story,,,,,,
8786,2002,Civil War Life: Left for Dead,,,,,,
8787,2000,Oliver Stone Presents: Bang Rajan,,,,,,
8788,2003,The Spiritual Guide to Weight Loss,,,,,,
8789,1987,Medea,,,,,,
8790,1929,Man with the Movie Camera,68,8.4,Dziga Vertov,Dziga Vertov,Vseukrainske Foto Kino Upravlinnia,Documentary-Music
8791,2005,Ghost Talker's Daydream,,,,,,
8792,2001,Undergrads: Freshman Season,,,,,,
8793,1978,Eyes of Laura Mars,104,6.1,Irvin Kershner,John Carpenter-David Zelag Goodman-John Carpenter,Columbia Pictures-Major Studio Partners,Mystery-Thriller
8794,1996,Caught,110,6.7,Robert M. Young,Edward Pomerantz-Edward Pomerantz,Cinehaus-Circle Films-DuArt Film and Video,Drama-Thriller
8795,1989,The Unbelievable Truth,90,7.4,Hal Hartley,Hal Hartley,Action Features,Comedy-Drama-Romance
8796,2004,Grand Sons,84,6.3,Ilan Duran Cohen,Ilan Duran Cohen,Haut et Court-Fugitive Productions,Comedy-Drama
8797,1985,Rustler's Rhapsody,88,6.5,Hugh Wilson,Hugh Wilson,Paramount Pictures-Impala-Tesauro,Comedy-Western
8798,1970,Trader Hornee,84,4.0,Jonathan Lucas,David F. Friedman,Entertainment Ventures,Adventure-Comedy
8799,1967,Branded to Kill,91,7.4,Seijun Suzuki,Hachiro Guryu-Hachiro Guryu-Mitsutoshi Ishigami,Nikkatsu,Action-Crime-Drama-Thriller
8800,2003,Prehistoric America: A Journey Through the Ice Age and Beyond,,,,,,
8801,2002,Tipping the Velvet,177,7.9,Geoffrey Sax,Andrew Davies-Sarah Waters,Sally Head Productions,Drama-Romance
8802,2004,Dil Ne Jise Apna Kahaa,135,4.5,Atul Agnihotri,Atul Agnihotri,Reel Life Production,Romance
8803,1991,Barton Fink,116,7.7,Joel Coen-Ethan Coen,Joel Coen-Ethan Coen,Circle Films-Working Title Films,Comedy-Drama-Thriller
8804,2002,DIO: Evil or Divine,,,,,,
8805,1953,Pickup on South Street,80,7.8,Samuel Fuller,Samuel Fuller-Dwight Taylor,Twentieth Century Fox,Crime-Film-Noir-Thriller
8806,1966,The Good,161,8.9,Sergio Leone,Luciano Vincenzoni-Sergio Leone-Agenore Incrocci,Produzioni Europee Associate (PEA)-Arturo González Producciones Cinematográficas-Constantin Film,Western
8807,2004,The Snurks,91,5.2,Lenard Fritz Krawinkel-Holger Tappe,Jan Berger-Don McEnery-Bob Shaw,Ambient Entertainment GmbH-Recorded Picture Company-Morena Films-e·Sence® - digital department,Fantasy-Animation
8808,2001,Brotherhood of the Wolf,142,7.1,Christophe Gans,Stéphane Cabel-Stéphane Cabel-Christophe Gans,Canal+-Davis-Films-Eskwad-Natexis Banques Populaires Images-Studio Image Soficas-TF1 Films Production,Action-Adventure-Drama-Horror-Thriller
8809,2002,Star Trek: Nemesis,116,6.4,Stuart Baird,Gene Roddenberry-John Logan-Rick Berman,Paramount Pictures-Digital Image Associates,Action-Adventure-Sci-Fi-Thriller
8810,2002,Hope Ranch,100,6.4,Rex Piano,C. Thomas Howell-Chris Howell-Lynne Moses,Animal Planet,Family-Western
8811,2003,Rites of Passage,45,7.0,Martin Wood,J. Michael Straczynski-Hermann Huppen-Sara Barnes,J. Michael Straczynski Productions-Lions Gate Television-Platinum Studios-Province of British Columbia Production Services Tax Credit,Action-Drama-Sci-Fi
8812,1984,Murder,50,7.0,,Peter S. Fischer-Richard Levinson-William Link,Corymore Productions-Universal Television,Crime-Drama-Mystery
8813,1980,Grown Ups,,,,,,
8814,2003,Las Vegas: Season 1,,,,,,
8815,1992,Chaplin: The Movie,,,,,Buena Vista Television,Talk-Show
8816,1990,Daddy's Dyin' ... Who's Got the Will?,95,5.8,Jack Fisk,Del Shores-Del Shores,Artist Circle Entertainment-Propaganda Films,Comedy
8817,1999,Simon Sez,85,2.5,Kevin Alyn Elders,Moshe Diamant-Rudy Cohen-Andrew Miller,Global Entertainment Productions GmbH & Company Medien KG-Signature Pictures,Action-Comedy
8818,1986,Hannah and Her Sisters,107,7.9,Woody Allen,Woody Allen,Orion Pictures-Jack Rollins & Charles H. Joffe Productions,Comedy-Drama
8819,2003,Recess: All Growed Down,61,6.9,Howy Parkins-Brenda Piluso,Elijah Aron-Bart Jennett,Disney Television Animation,Animation-Comedy-Family
8820,2004,That's So Raven: Disguise the Limit,,,,,,
8821,1915,The Birth of a Nation,195,6.6,D.W. Griffith,Thomas Dixon Jr.-Thomas Dixon Jr.-Thomas Dixon Jr.,David W. Griffith Corp.-Epoch Producing Corporation,Drama-History-War
8822,2003,Sesame Street: Elmo's World: Great Outdoors,50,6.4,,,Sesame Workshop,Family
8823,1983,Copper Mountain,60,2.3,David Mitchell,Damian Lee-David Mitchell,Rose & Ruby Productions,Comedy-Music
8824,2001,Godzilla,,,,,,
8825,1992,Mad About You: Season 1,,,,,,
8826,1996,The Truth About Cats & Dogs,97,6.3,Michael Lehmann,Audrey Wells,Twentieth Century Fox-Noon Attack,Comedy-Romance
8827,1998,Little Voice,97,7.0,Mark Herman,Jim Cartwright-Mark Herman,Miramax-Scala Productions,Comedy-Drama-Music-Romance
8828,1971,Un Flic,,,,,,
8829,1964,Kwaidan,183,8.0,Masaki Kobayashi,Yôko Mizuki-Lafcadio Hearn,Bungei-Ninjin Club-Toho Company-Toyo Kogyo Kabushiki Kaisha,Drama-Fantasy-Horror
8830,1997,187,119,6.7,Kevin Reynolds,Scott Yagemann,Icon Entertainment International-Icon Productions-R U Dun Productions,Drama-Thriller
8831,2005,Tracey Ullman: Live and Exposed,75,6.9,Linda Mendoza,Tracey Ullman,,Documentary-Biography-Comedy-Musical
8832,1941,Citizen Kane,119,8.3,Orson Welles,Herman J. Mankiewicz-Orson Welles-John Houseman,RKO Radio Pictures-Mercury Productions,Drama-Mystery
8833,1922,Foolish Wives / The Man You Loved to Hate: Double Feature,,,,,,
8834,1986,Sonny Rollins: Saxophone Colossus,,,,,,
8835,2004,Ike: Countdown to D-Day,89,7.2,Robert Harmon,Lionel Chetwynd,A&E Television Networks-Lionel Chetwynd Productions-Stephanie Germain Productions-Sony Pictures Television,Drama-History-War
8836,2004,Godsmack: Changes,105,8.5,Daniel E. Catullo,,Coming Home Studios,Documentary-Music
8837,1997,Cube,90,7.3,Vincenzo Natali,André Bijelic-Vincenzo Natali-Graeme Manson,Cube Libre-Odeon Films-Ontario Film Development Corporation-The Feature Film Project-The Harold Greenberg Fund-Téléfilm Canada-Viacom Canada,Drama-Mystery-Sci-Fi-Thriller
8838,1999,Daddy Who?,106,5.3,Frederic Golchan,Frederic Golchan-Guy de Maupassant,Cinerenta Medienbeteiligungs KG-Kimberly Productions Inc.,Comedy-Romance
8839,1990,House Party,100,6.4,Reginald Hudlin,Reginald Hudlin,"Jackson/McHenry Company,The-New Line Cinema-The Hudlin Brothers",Comedy-Music-Romance
8840,1996,A Time to Kill,149,7.4,Joel Schumacher,John Grisham-Akiva Goldsman,Regency Enterprises-Warner Bros.,Crime-Drama-Thriller
8841,2005,Bruce Springsteen: VH1 Storytellers,60,8.6,Dave Diomedi,,VH1 Television,Documentary-Music
8842,1999,Walking with Dinosaurs: Bonus Material,,,,,,
8843,1969,Mississippi Mermaid,123,7.1,François Truffaut,Cornell Woolrich-François Truffaut,Les Films du Carrosse-Les Productions Artistes Associés-Produzioni Associate Delphos,Crime-Drama-Romance
8844,2003,Penn & Teller's Magic and Mystery Tour,50,7.3,Ric Esther Bienstock-Mick Grogan-Hugo Smith,Ric Esther Bienstock,Canadian Broadcasting Corporation-Channel Four Film-YAP,Documentary
8845,2001,Liam,42,7.6,,J.J. Abrams-Jeff Pinkner-Jesse Alexander,Touchstone Television-Bad Robot,Action-Drama-Mystery-Sci-Fi-Thriller
8846,1999,Election,103,7.3,Alexander Payne,Tom Perrotta-Alexander Payne-Jim Taylor,Bona Fide Productions-MTV Films-Paramount Pictures,Comedy-Drama-Romance
8847,1946,Black Angel,81,7.0,Roy William Neill,Roy Chanslor-Cornell Woolrich,Universal Pictures,Adventure-Crime-Film-Noir-Music-Mystery-Thriller
8848,1994,Once Were Warriors,102,7.9,Lee Tamahori,Riwia Brown-Alan Duff,Communicado Productions-New Zealand Film Commission-Avalon/NFU-New Zealand On Air,Crime-Drama
8849,1997,Kama Sutra: A Tale of Love,,,,,,
8850,2000,Dr. Alien,,,,,,
8851,1998,Rounders,121,7.3,John Dahl,David Levien-Brian Koppelman,Miramax-Spanky Pictures,Crime-Drama
8852,1999,Sarah McLachlan: Mirrorball,114,8.1,Sophie Muller,,Sarah McLachlan Entertainment-Oil Factory Films,Documentary-Music
8853,2000,Held Up,,,,,,
8854,1989,Loverboy,98,6.0,Joan Micklin Silver,Robin Schiff-Robin Schiff-Tom Ropelewski,Crescent Film Enterprises,Comedy
8855,1996,The Best of The Steve Harvey Show,,,,,,
8856,1980,Squeeze Play,,,,,,
8857,1989,Troop Beverly Hills,105,5.6,Jeff Kanew,Ava Ostern Fries-Pamela Norris-Margaret Oberman,Fries Entertainment-Weintraub Entertainment Group,Adventure-Comedy
8858,2003,Johnny Cash: At Town Hall Party,,,,,,
8859,1992,The Gun in Betty Lou's Handbag,89,5.0,Allan Moyle,Grace Cary Bickley,In The Bag Productions-Interscope Communications-Nomura Babcock & Brown-Touchstone Pictures,Comedy-Mystery
8860,1984,The Adventures of Sherlock Holmes,60,8.7,,Arthur Conan Doyle-John Hawkesworth-Jeremy Paul,Granada Television,Crime-Drama-Mystery
8861,1960,Elmer Gantry,146,7.8,Richard Brooks,Richard Brooks-Sinclair Lewis,Elmer Gantry Productions,Drama
8862,1939,Roy Rogers Collection: Vol. 1,,,,,,
8863,1993,The Cemetery Club,106,5.9,Bill Duke,Ivan Menchell-Ivan Menchell,Down To Earth Productions-Touchstone Pictures-Touchwood Pacific Partners 1,Comedy
8864,1939,Intermezzo,70,6.8,Gregory Ratoff,George O'Neil-Gösta Stevens-Gustaf Molander,Selznick International Pictures,Romance-Drama
8865,1934,Shirley Temple: Little Miss Marker,,,,,,
8866,2003,Tehzeeb,143,6.1,Khalid Mohamed,Khalid Mohamed-Javed Siddiqui,,Drama
8867,1993,The Tommyknockers,181,5.4,John Power,Lawrence D. Cohen-Stephen King,Konigsberg/Sanitsky Company,Horror-Sci-Fi
8868,1977,Soap: Season 1,,,,,,
8869,1960,The Twilight Zone: Vol. 34,,,,,,
8870,1982,The Border,108,6.4,Tony Richardson,Deric Washburn-Walon Green-David Freeman,Efer Productions-RKO Pictures-Universal Pictures,Crime-Drama
8871,2001,God is Great,95,5.4,Pascale Bailly,Alain Tasma-Pascale Bailly-Pascale Bailly,Canal+-Centre National de la Cinématographie-Dacia Films-Les Films Alain Sarde-StudioCanal,Comedy-Romance
8872,1997,In & Out,90,6.4,Frank Oz,Paul Rudnick,Paramount Pictures-Spelling Films,Comedy-Romance
8873,2004,Crosby,80,7.1,James Yukich,,Flattery Yukich Inc.,Music
8874,1981,Ticket to Heaven,108,7.1,Ralph L. Thomas,Anne Cameron-Josh Freed-Ralph L. Thomas,Canadian Film Development Corporation-Famous Players-Ronald Cohen Productions,Drama
8875,1991,Dan Fogelberg: Live: Greetings from the West,,,,,,
