id,year,title,Runtime,Rating,Directors,Writers,Production companies,Genres,rated
3195,1998.0,Saving Private Ryan: Bonus Material,,,,,,,
3196,1997.0,Leave it to Beaver,84.0,5.2,Andy Cadiff,Bob Mosher-Joe Connelly-Brian Levant,Robert Simonds Productions-Universal Pictures,Comedy-Family,
3197,2004.0,Around the World in 80 Days,120.0,5.9,Frank Coraci,Jules Verne-David N. Titcher-David Benullo,Walden Media-Spanknyce Films-Mostow/Lieberman Productions-Studio Babelsberg-Babelsberg Film-Fitzwilliam Productions-80 Days Productions-Blue Rider Pictures-Blue Rider Pictures,Action-Adventure-Comedy-Family-Western,
3198,1991.0,The Addams Family,99.0,6.9,Barry Sonnenfeld,Charles Addams-Caroline Thompson-Larry Wilson,Metro-Goldwyn-Mayer-Orion Pictures-Paramount Pictures-Scott Rudin Productions,Comedy-Fantasy,
3199,1998.0,Tactical Assault,89.0,3.7,Mark Griffiths,David Golden,Motion Picture Corporation of America-Hess/Kallberg Productions-Tactical Productions Joint Venture,Action-Thriller,
3200,1973.0,Charley Varrick,111.0,7.5,Don Siegel,John Reese-Howard Rodman-Dean Riesner,Universal Pictures,Action-Crime-Drama-Thriller,
3201,2001.0,Billy Bragg and Wilco: Man in the Sand,,,,,,,
3202,1993.0,Bride with White Hair 2,89.0,7.0,Ronny Yu,Kee-To Lam-Yusheng Liang-David Wu,Mandarin Films Distribution,Fantasy-Adventure-Romance-Action,
3203,1994.0,Dragon Chronicles,96.0,6.0,Andy Wing-Keung Chin,Louis Cha,,Action-Fantasy,
3204,2003.0,SpiderBabe,89.0,4.3,Johnny Crash,John Paul Fedele-Terry M. West,E.I. Independent Cinema,Adventure-Comedy-Sci-Fi,
3205,1990.0,Mirror Mirror,104.0,5.6,Marina Sargenti,Annette Cascone-Gina Cascone-Yuri Zeltser,Orphan Eyes,Horror-Thriller,
3206,2000.0,On Any Sunday Revisited,,,,,,,
3207,1942.0,The Flying Tigers,102.0,6.8,David Miller,Kenneth Gamet-Barry Trivers-Kenneth Gamet,Republic Pictures (I),Action-Drama-Romance-War,
3208,2000.0,All I Wanna Do,,,,,,Animation-Short-Music,
3209,2002.0,My Left Eye Sees Ghosts,98.0,6.7,Johnnie To-Ka-Fai Wai,Ka-Fai Wai-Nai-Hoi Yau-Kin-Yee Au,China Star Entertainment-One Hundred Years of Film Company-Milky Way Image Company,Comedy-Family-Horror-Romance,
3210,1998.0,Jack Frost,101.0,5.3,Troy Miller,Mark Steven Johnson-Mark Steven Johnson-Steve Bloom,Warner Bros.-Azoff Entertainment-The Canton Company,Comedy-Drama-Family-Fantasy,
3211,1995.0,Marmalade Boy: Ultimate Scrapbook: Vol. 3,,,,,,,
3212,1996.0,George Carlin: George's Best Stuff,87.0,8.5,Rocco Urbisci,George Carlin,Cable Stuff Productions-Carlin Productions,Documentary-Comedy,
3213,2000.0,Forbidden,,,,,,,
3214,2004.0,Wing Chun: Self Defense,,,,,,,
3215,1999.0,Judy Berlin,93.0,6.9,Eric Mendelsohn,Eric Mendelsohn,Caruso / Mendelsohn Productions-Shooting Gallery-Starz! Encore Entertainment-Tsg Pictures,Comedy-Drama,
3216,1986.0,Children of a Lesser God,119.0,7.2,Randa Haines,Mark Medoff-Hesper Anderson-Mark Medoff,Paramount Pictures,Drama-Romance,
3217,1991.0,Robin Hood,143.0,6.9,Kevin Reynolds,Pen Densham-Pen Densham-John Watson,Warner Bros.-Morgan Creek Entertainment,Action-Adventure-Drama-Romance,
3218,1990.0,Hamlet,135.0,6.8,Franco Zeffirelli,William Shakespeare-Christopher De Vore-Franco Zeffirelli,Canal+-Carolco Pictures-Icon Productions-Marquis-Nelson Entertainment-Sovereign Pictures,Drama,
3219,2000.0,Campfire Stories,,,,,,,
3220,2001.0,Xena: Warrior Princess: Series Finale,,,,,,,
3221,1999.0,Paradise Lost 2: Revelations,,,,,,,
3222,1994.0,Guarding Tess,96.0,6.2,Hugh Wilson,Hugh Wilson-Pj Torokvei,Channel Films-TriStar Pictures,Comedy-Drama,
3223,1929.0,Nosferatu: Original Version,,,,,,,
3224,1930.0,All Quiet on the Western Front,136.0,8.1,Lewis Milestone,Erich Maria Remarque-Maxwell Anderson-George Abbott,Universal Pictures,Drama-War,
3225,1987.0,A Nightmare on Elm Street 3: Dream Warriors,96.0,6.6,Chuck Russell,Wes Craven-Bruce Wagner-Wes Craven,New Line Cinema-Heron Communications-Smart Egg Pictures-The New Line-Heron Joint Venture,Fantasy-Horror,
3226,1938.0,Bringing Up Baby,102.0,8.0,Howard Hawks,Dudley Nichols-Hagar Wilde-Hagar Wilde,RKO Radio Pictures,Comedy-Family-Romance,
3227,1989.0,Enemies,119.0,6.7,Paul Mazursky,Isaac Bashevis Singer-Roger L. Simon-Paul Mazursky,Morgan Creek Entertainment,Comedy-Drama-Romance,
3228,1990.0,Heart Condition,100.0,5.6,James D. Parriott,James D. Parriott,New Line Cinema,Comedy-Crime-Drama-Fantasy,
3229,2002.0,Dinotopia,250.0,6.6,Marco Brambilla,James Gurney-Simon Moore,Hallmark Entertainment-Mat I-Mid Atlantic Films-RTL-Walt Disney Television,Adventure-Family-Fantasy-Sci-Fi,
3230,1951.0,The Best of the Red Skelton Show,,,,,,,
3231,1994.0,Picture Bride,94.0,6.7,Kayo Hatta,Kayo Hatta-Kayo Hatta-Mari Hatta,Cecile Films-Miramax-Thousand Cranes Filmworks,Drama-Romance,
3232,1976.0,The Enforcer,96.0,6.8,James Fargo,Harry Julian Fink-Rita M. Fink-Stirling Silliphant,Warner Bros.-The Malpaso Company,Action-Crime-Thriller,
3233,1994.0,The Allman Brothers Band: Brothers of the Road,,,,,,,
3234,2004.0,The Corporation: Bonus Material,,,,,,,
3235,1979.0,The Real Andy Kaufman,,,,,,,
3236,1989.0,976-Evil,,,,,,,
3237,1996.0,Plump Fiction,,,,,,,
3238,2000.0,Rage: 20 Years of Punk Rock,,,,,,,
3239,2001.0,The Princess Diaries (Fullscreen),,,,,,,
3240,1952.0,Bend of the River,91.0,7.3,Anthony Mann,Borden Chase-William Gulick,Universal International Pictures,Action-Adventure-Romance-Western,
3241,1999.0,Suze Orman: The Courage to be Rich,75.0,4.6,,,,,
3242,1998.0,Like It Is,97.0,6.6,Paul Oremland,Robert Gray,Channel Four Films,Drama-Romance,
3243,2000.0,Mermaid,94.0,6.8,Peter Masterson,Todd Robinson,Showtime Networks-Showtime Original Pictures,Drama-Family,
3244,2003.0,Power Yoga Total Body with Rodney Yee,,,,,,,
3245,1972.0,Avanti!,144.0,7.2,Billy Wilder,Samuel A. Taylor-Billy Wilder-I.A.L. Diamond,The Mirisch Corporation-Phalanx Productions-Jalem Productions-Produzioni Europee Associate,Comedy-Romance,
3246,2004.0,Homeland Security,88.0,4.4,Daniel Sackheim,Christopher Crowe,Craftsman Films-Crowe Entertainment-NBC Studios-Paramount Network Television Productions,Action-Drama-Thriller-War,
3247,2005.0,The Looney Tunes Golden Collection: Vol. 3,,,,,,,
3248,1946.0,Make Mine Music,75.0,6.4,Robert Cormack-Clyde Geronimi-Jack Kinney,Homer Brightman-Dick Huemer-Dick Kinney,Walt Disney Productions,Animation-Family-Music,
3249,2000.0,Race Against Time,90.0,5.2,Geoff Murphy,Cary Solomon-Chuck Konzelman,Motion International-Rosemont Productions International-TNT,Action-Crime-Drama-Thriller,
3250,2003.0,Truth Be Told,,,,,,,
3251,2004.0,Avalanche: Nature Unleashed,88.0,3.7,Mark Roper,John Sheppard,Millennium Films-Euroimage EOOD-GFT Entertainment-Studio Eight Productions,Action-Adventure-Drama-Thriller,
3252,1990.0,C'est la Vie,110.0,6.3,Diane Kurys,Diane Kurys-Diane Kurys-Alain Le Henry,Alexandre Films-Centre National de la Cinématographie-Films A2-Société Générale de Gestion Cinématographique,Drama-Romance,
3253,1998.0,The Opposite of Sex,,,,,,,
3254,2003.0,Daredevil,103.0,5.3,Mark Steven Johnson,Mark Steven Johnson,Marvel Enterprises-New Regency Pictures-Horseshoe Bay Productions-Epsilon Motion Pictures-Regency Enterprises-Twentieth Century Fox,Action-Adventure-Crime,
3255,1999.0,The Velocity of Gary,,,,,,,
3256,2003.0,Swimming Pool,102.0,6.8,François Ozon,François Ozon-Emmanuèle Bernheim-Sionann O'Neill,Fidélité Productions-France 2 Cinéma-Gimages-FOZ-Headforce Ltd.-Canal+,Crime-Drama-Mystery-Thriller,
3257,1990.0,Takegami: Guardian of Darkness: War God,,,,,,,
3258,2002.0,State Property,88.0,4.4,Abdul Malik Abbott,Abdul Malik Abbott-Ernest 'Tron' Anderson,Roc-a-fella Films,Drama-Crime-Action,
3259,1959.0,Sleeping Beauty: Special Edition: Bonus Material,,,,,,,
3260,1928.0,The Man Who Laughs,110.0,7.8,Paul Leni,Victor Hugo-J. Grubb Alexander-J. Grubb Alexander,Universal Pictures,Drama-Horror-Mystery-Romance-Thriller,
3261,2000.0,The House on Sorority Row,,,,,,,
3262,1997.0,Gray's Anatomy,,,,,,,
3263,2004.0,Broadway: The Golden Age,,,,,,,
3264,1993.0,Aspen Extreme,113.0,5.9,Patrick Hasburgh,Patrick Hasburgh,Hollywood Pictures-Touchwood Pacific Partners 1,Drama-Romance-Sport,
3265,1990.0,The Grifters,110.0,7.0,Stephen Frears,Jim Thompson-Donald E. Westlake,Cineplex-Odeon Films,Crime-Drama-Thriller,
3266,1961.0,Dr. Seuss: Green Eggs and Ham and Other Favorites,,,,,,,
3267,1994.0,Muriel's Wedding,106.0,7.2,P.J. Hogan,P.J. Hogan,CiBy 2000-Film Victoria-House & Moorhouse Films,Comedy-Drama,
3268,1988.0,The Blob,95.0,6.4,Chuck Russell,Theodore Simonson-Kay Linaker-Irvine H. Millgate,TriStar Pictures-Palisades California Inc.,Horror-Sci-Fi-Thriller,
3269,1962.0,The Longest Day,178.0,7.8,Ken Annakin-Andrew Marton-Bernhard Wicki,Cornelius Ryan-Cornelius Ryan-Romain Gary,Darryl F. Zanuck Productions-Twentieth Century Fox,Action-Drama-History-War,
3270,1993.0,Where the Rivers Flow North,106.0,6.8,Jay Craven,Howard Frank Mosher-Don Bredes-Jay Craven,Caledonia Pictures,Drama,
3271,2004.0,Schizo,86.0,7.2,Gulshat Omarova,Sergei Bodrov-Gulshat Omarova,CTB Film Company-Kazakhfilm Studios-Les Petites Lumieres-Kinofabrika,Crime-Drama-Romance-Sport-Thriller,
3272,1988.0,Everybody's All American,127.0,6.2,Taylor Hackford,Frank Deford-Thomas Rickman,New Visions-Warner Bros.,Drama-Romance-Sport,
3273,1984.0,Doctor Who: Resurrection of the Daleks,46.0,7.8,Matthew Robinson,Eric Saward-Sydney Newman,,Adventure-Drama-Family-Sci-Fi,
3274,1998.0,Half Baked,82.0,6.7,Tamra Davis,Dave Chappelle-Neal Brennan,Robert Simonds Productions-Universal Pictures,Comedy-Crime,
3275,2002.0,Simone,117.0,6.1,Andrew Niccol,Andrew Niccol,New Line Cinema-Niccol Films,Comedy-Drama-Sci-Fi,
3276,1987.0,Cry Freedom,157.0,7.5,Richard Attenborough,John Briley-Donald Woods,Universal Pictures-Marble Arch Productions-Isobel Griffiths Limited,Biography-Drama-History,
3277,2003.0,The Best of Ground Force: Garden Rescues,,,,,,,
3278,1993.0,The Best of the Blues Brothers,,,,,,,
3279,1967.0,Charlie the Lonesome Cougar,75.0,6.9,Winston Hibler,Jack Speirs-Jack Speirs-Winston Hibler,Walt Disney Productions,Adventure-Family,
3280,2003.0,Return to the Bat Cave: The Misadventures of Adam and Burt,90.0,6.7,Paul A. Kaufman,Duane Poole,Artisan Entertainment-The Kaufman Company,Action-Biography-Comedy,
3281,2002.0,Larryboy: Leggo My Ego,,,,,,,
3282,2004.0,Sideways,127.0,7.5,Alexander Payne,Rex Pickett-Alexander Payne-Jim Taylor,Fox Searchlight Pictures-Michael London Productions-Sideways Productions Inc.,Comedy-Drama-Romance,
3283,1994.0,Cadfael: Monk's Hood,76.0,8.1,Graham Theakston,Russell Lewis-Edith Pargeter,Carlton Television-Central Films,Crime-Drama-Mystery,
3284,1998.0,Last Breath,,,,,,,
3285,1986.0,Flight of the Navigator,90.0,6.9,Randal Kleiser,Mark H. Baker-Michael Burton-Matt MacManus,Walt Disney Pictures-Producers Sales Organization-New Star Entertainment-Viking Films,Adventure-Family-Sci-Fi,
3286,2003.0,Tsui Hark's Vampire Hunters,112.0,4.7,Wellson Chin,Hark Tsui,Film Workshop-Fortissimo Films-Hark & Company-The Vampires Co. Ltd.,Horror-Action,
3287,2003.0,Terminator 3: Rise of the Machines: Bonus Material,,,,,,,
3288,1978.0,Wonder Woman: Season 3,,,,,,,
3289,2001.0,My Louisiana Sky,98.0,6.9,Adam Arkin,Kimberly Willis Holt-Anna Sandor,Hyperion Pictures-Aviator Films,Drama,
3290,1974.0,The Godfather,202.0,9.0,Francis Ford Coppola,Francis Ford Coppola-Mario Puzo-Mario Puzo,Paramount Pictures-The Coppola Company,Crime-Drama,
3291,2004.0,Howard Zinn: You Can't Be Neutral on a Moving Train,78.0,7.4,Deb Ellis-Denis Mueller,,,Documentary,
3292,1956.0,The Great Locomotive Chase,85.0,7.0,Francis D. Lyon,Lawrence Edward Watkin,Walt Disney Productions,Action-Adventure-Family-War-Western,
3293,2002.0,Waydowntown,,,,,,,
3294,2001.0,Alice Cooper: The Alice Cooper Story,,,,,,,
3295,1988.0,Action Jackson,96.0,5.3,Craig R. Baxley,Robert Reneau,Lorimar Film Entertainment-Silver Pictures,Action-Comedy-Crime-Thriller,
3296,2004.0,Once Upon a Time,,,,,,,
3297,2000.0,King of the Cage: Knockout Nightmare,,,,,,,
3298,2000.0,Baller Blockin,54.0,5.2,Steven Esteb,Steven Esteb,,Action-Crime,
3299,1991.0,Clarissa Explains It All: Season 1,30.0,7.2,,Mitchell Kriegman-Nena Beeber-Douglas Petrie,Thunder Pictures-Nickelodeon Productions,Comedy-Family,
3300,1993.0,Suraj Ka Satwan Ghoda,,,,,,,
3301,1994.0,Burnt by the Sun,135.0,7.9,Nikita Mikhalkov,Nikita Mikhalkov-Rustam Ibragimbekov-Rustam Ibragimbekov,Studio Trite-Caméra One-Goskino-Russkiy klub-Canal+-Media Factory,Drama-History-War,
3302,1989.0,Speaking Parts,93.0,6.8,Atom Egoyan,Atom Egoyan,Academy Pictures-Ego Film Arts,Drama-Romance,
3303,1992.0,Reservoir Dogs: Bonus Material,,,,,,,
3304,1970.0,Taste the Blood of Dracula,91.0,6.4,Peter Sasdy,Anthony Hinds-Bram Stoker,Hammer Films,Drama-Fantasy-Horror-Romance-Thriller,
3305,1963.0,Son of Flubber,100.0,6.1,Robert Stevenson,Bill Walsh-Don DaGradi-Samuel W. Taylor,Walt Disney Productions,Comedy-Sci-Fi-Family,
3306,1990.0,Bad Influence,99.0,6.2,Curtis Hanson,David Koepp,Epic Productions-Producers Representative Organization-Sarliu/Diamant,Drama-Thriller,
3307,2003.0,Big Brother 4,,,,,,,
3308,1997.0,Treasure Island,91.0,7.2,Dino Athanassiou,,Central Independent Television-FilmFair,Animation-Adventure-Family,
3309,2001.0,The Pledge,124.0,6.8,Sean Penn,Friedrich Dürrenmatt-Jerzy Kromolowski-Mary Olson-Kromolowski,Morgan Creek Entertainment-Franchise Pictures-Clyde Is Hungry Films-Pledge Productions-Epsilon Motion Pictures,Crime-Drama-Mystery-Thriller,
3310,1984.0,All of Me,93.0,6.7,Carl Reiner,Edwin Davis-Henry Olek-Phil Alden Robinson,Kings Road Entertainment-Old Time Productions,Comedy-Fantasy-Romance,
3311,2002.0,Vampire Clan,87.0,4.4,John Webb,Aaron Pope,Langley Productions,Drama-Horror,
3312,2001.0,Original Sin,116.0,6.0,Michael Cristofer,Cornell Woolrich-Michael Cristofer,Metro-Goldwyn-Mayer (MGM)-Hyde Park Entertainment-Via Rosa Productions-DiNovi Pictures-Intermedia Films-UGC International-Epsilon Motion Pictures,Drama-Mystery-Romance-Thriller,
3313,1999.0,The Substitute/The Substitute 3,,,,,,,
3314,1989.0,Mighty Quinn,98.0,6.1,Carl Schenkel,Albert Z. Carr-Hampton Fancher,A&M Films-Metro-Goldwyn-Mayer-Star Partners II Ltd.,Action-Crime-Drama-Mystery-Thriller,
3315,1941.0,The Maltese Falcon,100.0,8.1,John Huston,John Huston-Dashiell Hammett,Warner Bros.,Film-Noir-Mystery,
3316,2002.0,Bartleby,,,,,,,
3317,1983.0,Lianna,110.0,6.9,John Sayles,John Sayles,Winwood Productions,Drama-Romance,
3318,1991.0,Ozzy Osbourne: Don't Blame Me,96.0,7.9,Jeb Brien,,Epic Music Video,Documentary-Music,
3319,1990.0,Sorority House Massacre II,77.0,4.6,Jim Wynorski,J.B. Rogers-Bob Sheridan-Mark Thomas McGee,,Comedy-Horror-Thriller,
3320,2002.0,About a Boy,101.0,7.1,Chris Weitz-Paul Weitz,Nick Hornby-Peter Hedges-Chris Weitz,Universal Pictures-StudioCanal-Tribeca Productions-Working Title Films-Cinema Vehicle Services,Comedy-Drama-Romance,
3321,1999.0,In Dreams,100.0,5.5,Neil Jordan,Bari Wood-Bruce Robinson-Neil Jordan,Amblin Entertainment-DreamWorks,Drama-Fantasy-Thriller,
3322,1959.0,The Mysterians,,,,,,,
3323,2003.0,Family Business: Season 1,,,,,,,
3324,2000.0,Scooby-Doo's Original Mysteries,,,,,,,
3325,1998.0,Devil in the Flesh,99.0,5.2,Steve Cohen,Kurt Anderson-Richard Brandes-Kelly Carlin-McCall,Le Monde Entertainment-Prostar Entertainment-Unapix Entertainment Productions,Drama-Horror-Thriller,
3326,1996.0,Chain Reaction,107.0,5.6,Andrew Davis,Arne Schmidt-Rick Seaman-Josh Friedman,3 Arts Entertainment-Chicago Pacific Entertainment-The Zanuck Company-Twentieth Century Fox,Action-Drama-Sci-Fi-Thriller,
3327,1998.0,The Unreal Story of Pro Wrestling,,,,,,,
3328,2001.0,Bears: IMAX,4.0,7.4,Francis Lawrence,,,Short-Music-Musical,
3329,1991.0,INXS: Live Baby Live,94.0,8.5,David Mallet,,,Documentary-Music,
3330,2002.0,The Secret Life of the Brain,300.0,7.6,David Grubin,Edward Gray-David Grubin-Tom Jennings,David Grubin Productions-WNET Thirteen,Documentary,
3331,1971.0,Bananas,82.0,7.1,Woody Allen,Woody Allen-Mickey Rose,Jack Rollins & Charles H. Joffe Productions,Comedy,
3332,1997.0,Spike and Mike's Sick & Twisted Festival of Animation,99.0,5.8,Walter Santucci,Walter Santucci,,Animation-Comedy,
3333,2004.0,The Village,108.0,6.5,M. Night Shyamalan,M. Night Shyamalan,Touchstone Pictures-Blinding Edge Pictures-Scott Rudin Productions,Drama-Mystery-Thriller,
3334,1999.0,My Son the Fanatic,,,,,,Talk-Show,
3335,1990.0,The Tall Guy,,,,,,Talk-Show,
3336,2000.0,Psycho Beach Party,95.0,6.3,Robert Lee King,Charles Busch-Charles Busch,New Oz Productions-Red Horse Films-Strand Releasing,Comedy-Horror-Mystery,
3337,2004.0,Monster Island,120.0,3.5,Jack Perez,Jack Perez-Jack Perez-Adam Glass,Music Television (MTV)-Shavick Entertainment-Insight Film Studios-Canadian Film or Video Production Tax Credit (CPTC)-Province of British Columbia Production Services Tax Credit-Monster Island Productions,Adventure-Comedy-Horror-Sci-Fi,
3338,2004.0,Very Best of Cher: The Video Hits Collection,60.0,7.9,Cher-Marty Callner-Nigel Dick,Cher,,Music,
3339,1950.0,Love Happy,,,,,,,
3340,2004.0,Black Cloud,97.0,6.2,Ricky Schroder,Ricky Schroder,High Maintenance Films-Old Post Films-Tule River Films,Drama,
3341,1975.0,The Legend of Boggy Creek,,,,,,,
3342,1973.0,The Day of the Jackal,143.0,7.8,Fred Zinnemann,Frederick Forsyth-Kenneth Ross,John Woolf Productions-Warwick Film Productions-Universal Productions France,Crime-Drama-Thriller,
3343,1999.0,Leprechaun 5: In the Hood,,,,,,,
3344,1998.0,Rear Window,89.0,5.6,Jeff Bleckner,Cornell Woolrich-Eric Ellis Overmyer-Larry Gross,Cambria Productions-Haft Entertainment-Hallmark Entertainment,Crime-Drama-Mystery-Romance-Thriller,
3345,2004.0,Mezzo,,,,,,,
3346,1942.0,Bambi: Platinum Edition: Bonus Material,,,,,,,
3347,2003.0,Honey,94.0,5.3,Bille Woodruff,Alonzo Brown-Kim Watson,Universal Pictures-Marc Platt Productions-NuAmerica Entertainment,Drama-Music-Romance,
3348,2001.0,George Carlin: Complaints and Grievances,55.0,8.5,Rocco Urbisci,George Carlin,Cable Stuff Productions,Documentary-Comedy,
3349,1991.0,Carmen: Bizet: Covent Garden,,,,,,,
3350,2000.0,Reindeer Games,104.0,5.7,John Frankenheimer,Ehren Kruger,Dimension Films-Marty Katz Productions,Action-Adventure-Crime-Drama-Thriller,
3351,1987.0,Gospel According to Al Green,,,,,,,
3352,2001.0,The Living Edens: The Lost World: Venezuela's Ancient Tepuis,,,,,,,
3353,1999.0,Midnight Panther,,,,,,,
3354,1991.0,Mystery Science Theater 3000: Santa Claus Conquers the Martians,97.0,8.5,Jim Mallon,Joel Hodgson-Michael J. Nelson-Trace Beaulieu,Best Brains,Comedy-Sci-Fi,
3355,1997.0,The Ice Storm,112.0,7.5,Ang Lee,Rick Moody-James Schamus,Fox Searchlight Pictures-Good Machine-Canal+ Droits Audiovisuels,Drama,
3356,1940.0,The Howards of Virginia,116.0,6.2,Frank Lloyd,Sidney Buchman-Elizabeth Page,Columbia Pictures-Frank Lloyd Pictures,Drama-History-War,
3357,2002.0,Fear of the Dark,,,,,,,
3358,1983.0,Faerie Tale Theatre: Snow White and the Seven Dwarfs,,,,,,,
3359,2005.0,Sam Kinison: Outlaws of Comedy,,,,,,,
3360,1946.0,Wanted for Murder,101.0,6.9,Lawrence Huntington,Percy Robinson-Terence de Marney-Emeric Pressburger,Excelsior Films-Marcel Hellman Productions,Crime-Drama,
3361,2002.0,Hairdo U,,3.3,Dee Ross McKissic,Dee Ross McKissic,Nu Game Films,Comedy,
3362,2003.0,Sakura Wars TV,,,,,,,
3363,1995.0,Grim,86.0,2.1,Paul Matthews,Paul Matthews,Peakviewing Productions,Horror,
3364,1998.0,The Parent Trap,128.0,6.5,Nancy Meyers,Erich Kästner-David Swift-Nancy Meyers,Cinema Vehicle Services-The Meyers/Shyer Company-Walt Disney Pictures,Adventure-Comedy-Drama-Family-Romance,
3365,1996.0,National Geographic: Nature's Fury,,,,,,,
3366,1945.0,Film Noir Collection: Scarlet Street,,,,,,,
3367,2001.0,The Last Kiss,115.0,7.0,Gabriele Muccino,Gabriele Muccino-Gabriele Muccino,Fandango-Medusa Film,Comedy-Drama-Romance,
3368,2000.0,The Family Man,125.0,6.8,Brett Ratner,David Diamond-David Weissman,Universal Pictures-Beacon Communications-Riche-Ludwig Productions-Howard Rosenman Productions-Saturn Films,Comedy-Drama-Fantasy-Romance,
3369,1939.0,The Little Princess,93.0,7.3,Walter Lang-William A. Seiter,Ethel Hill-Walter Ferris-Frances Hodgson Burnett,Twentieth Century Fox,Comedy-Drama-Family-Musical,
3370,1991.0,Murder in New Hampshire,100.0,6.0,Joyce Chopra,William Wood,Robert Greenwald Productions,Crime-Drama-Thriller,
3371,2003.0,Whale Rider,60.0,7.0,Jonathan Brough,,,Documentary,
3372,1996.0,Two Much,,,,,,,
3373,1948.0,La Terra Trema,160.0,7.9,Luchino Visconti,Antonio Pietrangeli-Giovanni Verga-Luchino Visconti,AR.TE.AS Film-Universalia Film,Drama,
3374,2000.0,Madadayo,,,,,,,
3375,1987.0,Extreme Prejudice,96.0,6.6,Walter Hill,John Milius-Fred Rexer-Deric Washburn,Carolco Entertainment-TriStar Pictures,Action-Crime-Drama-Thriller-Western,
3376,1958.0,The Vikings,116.0,7.1,Richard Fleischer,Calder Willingham-Dale Wasserman-Edison Marshall,Brynaprod S.A.-Bavaria Film-Curtleigh Productions,Action-Adventure,
3377,2004.0,Unsolved History: Jack the Ripper,,,,,,Documentary-History-Mystery,
3378,1999.0,Southpaw,79.0,6.8,Liam McGrath,,Bórd Scannán na hÉireann-Channel Four Films-Treasure-Treasure Entertainment,Documentary-Sport,
3379,1995.0,Strange Days,145.0,7.2,Kathryn Bigelow,James Cameron-James Cameron-Jay Cocks,Lightstorm Entertainment,Action-Crime-Drama-Sci-Fi-Thriller,
